Timestamp,Blind Zone ID,Inferred From,Calibrated Pressure (bar),Physics Delta (bar),Calibrated Flow (LPS)
2026-03-21 20:19:20,Z03,Z01 & Z04,1.374,0.034,61.89
2026-03-21 20:19:20,Z05,Z06 & Z02,1.412,0.082,37.07
2026-03-21 20:19:20,Z07,Z08 & Z06,1.55,0.187,28.95
2026-03-21 20:19:20,Z03,Z01 & Z04,1.385,0.018,61.4
2026-03-21 20:19:20,Z05,Z06 & Z02,1.348,-0.015,40.21
2026-03-21 20:19:20,Z07,Z08 & Z06,1.353,0.0,31.0
2026-03-21 20:19:22,Z03,Z01 & Z04,1.387,0.019,60.52
2026-03-21 20:19:22,Z05,Z06 & Z02,1.379,0.043,41.96
2026-03-21 20:19:22,Z07,Z08 & Z06,1.311,-0.02,27.59
2026-03-21 20:19:22,Z03,Z01 & Z04,1.426,0.057,69.55
2026-03-21 20:19:22,Z05,Z06 & Z02,1.516,0.167,36.64
2026-03-21 20:19:22,Z07,Z08 & Z06,1.432,0.077,28.74
2026-03-21 20:19:24,Z03,Z01 & Z04,1.414,0.058,62.06
2026-03-21 20:19:24,Z05,Z06 & Z02,1.387,0.052,42.33
2026-03-21 20:19:24,Z07,Z08 & Z06,1.373,0.014,32.81
2026-03-21 20:19:24,Z03,Z01 & Z04,1.457,0.111,51.66
2026-03-21 20:19:24,Z05,Z06 & Z02,1.43,0.073,40.54
2026-03-21 20:19:24,Z07,Z08 & Z06,1.426,0.067,31.93
2026-03-21 20:19:26,Z03,Z01 & Z04,1.312,-0.021,62.95
2026-03-21 20:19:26,Z05,Z06 & Z02,1.273,-0.066,35.47
2026-03-21 20:19:26,Z07,Z08 & Z06,1.361,0.015,29.67
2026-03-21 20:19:26,Z03,Z01 & Z04,1.361,0.026,53.97
2026-03-21 20:19:26,Z05,Z06 & Z02,1.273,-0.067,40.14
2026-03-21 20:19:26,Z07,Z08 & Z06,1.356,-0.008,31.99
2026-03-21 20:19:28,Z03,Z01 & Z04,1.394,0.032,71.99
2026-03-21 20:19:28,Z05,Z06 & Z02,1.398,0.037,42.38
2026-03-21 20:19:28,Z07,Z08 & Z06,1.393,0.045,35.64
2026-03-21 20:19:28,Z03,Z01 & Z04,1.407,0.038,66.42
2026-03-21 20:19:28,Z05,Z06 & Z02,1.469,0.111,38.4
2026-03-21 20:19:28,Z07,Z08 & Z06,1.439,0.099,34.93
2026-03-21 20:19:30,Z03,Z01 & Z04,1.33,-0.01,67.71
2026-03-21 20:19:30,Z05,Z06 & Z02,1.337,-0.002,44.37
2026-03-21 20:19:30,Z07,Z08 & Z06,1.416,0.05,33.33
2026-03-21 20:19:30,Z03,Z01 & Z04,1.458,0.101,63.4
2026-03-21 20:19:30,Z05,Z06 & Z02,1.311,-0.037,42.77
2026-03-21 20:19:30,Z07,Z08 & Z06,1.316,-0.037,32.31
2026-03-21 20:19:32,Z03,Z01 & Z04,1.456,0.092,66.97
2026-03-21 20:19:32,Z05,Z06 & Z02,1.516,0.18,38.63
2026-03-21 20:19:32,Z07,Z08 & Z06,1.487,0.141,30.97
2026-03-21 20:19:32,Z03,Z01 & Z04,1.476,0.109,53.81
2026-03-21 20:19:32,Z05,Z06 & Z02,1.52,0.167,34.47
2026-03-21 20:19:32,Z07,Z08 & Z06,1.49,0.124,25.56
2026-03-21 20:19:34,Z03,Z01 & Z04,1.4,0.044,52.32
2026-03-21 20:19:34,Z05,Z06 & Z02,1.416,0.074,43.03
2026-03-21 20:19:34,Z07,Z08 & Z06,1.452,0.113,28.59
2026-03-21 20:19:34,Z03,Z01 & Z04,1.345,0.004,57.97
2026-03-21 20:19:34,Z05,Z06 & Z02,1.328,-0.011,38.28
2026-03-21 20:19:34,Z07,Z08 & Z06,1.344,-0.003,30.27
2026-03-21 20:19:36,Z03,Z01 & Z04,1.327,-0.021,60.51
2026-03-21 20:19:36,Z05,Z06 & Z02,1.376,0.035,40.91
2026-03-21 20:19:36,Z07,Z08 & Z06,1.514,0.172,31.96
2026-03-21 20:19:36,Z03,Z01 & Z04,1.377,0.017,66.95
2026-03-21 20:19:36,Z05,Z06 & Z02,1.473,0.124,43.2
2026-03-21 20:19:36,Z07,Z08 & Z06,1.55,0.182,35.06
2026-03-21 20:19:38,Z03,Z01 & Z04,1.402,0.058,62.24
2026-03-21 20:19:38,Z05,Z06 & Z02,1.293,-0.039,38.25
2026-03-21 20:19:38,Z07,Z08 & Z06,1.319,-0.023,32.87
2026-03-21 20:19:38,Z03,Z01 & Z04,1.298,-0.033,72.19
2026-03-21 20:19:38,Z05,Z06 & Z02,1.345,-0.01,37.12
2026-03-21 20:19:38,Z07,Z08 & Z06,1.445,0.098,30.16
2026-03-21 20:19:40,Z03,Z01 & Z04,1.431,0.081,56.49
2026-03-21 20:19:40,Z05,Z06 & Z02,1.481,0.121,38.96
2026-03-21 20:19:40,Z07,Z08 & Z06,1.444,0.086,27.12
2026-03-21 20:19:40,Z03,Z01 & Z04,1.434,0.067,64.57
2026-03-21 20:19:40,Z05,Z06 & Z02,1.416,0.085,43.74
2026-03-21 20:19:40,Z07,Z08 & Z06,1.445,0.077,32.26
2026-03-21 20:19:42,Z03,Z01 & Z04,1.513,0.16,61.88
2026-03-21 20:19:42,Z05,Z06 & Z02,1.432,0.089,43.9
2026-03-21 20:19:42,Z07,Z08 & Z06,1.537,0.176,35.74
2026-03-21 20:19:42,Z03,Z01 & Z04,1.438,0.104,58.02
2026-03-21 20:19:42,Z05,Z06 & Z02,1.359,0.018,46.33
2026-03-21 20:19:42,Z07,Z08 & Z06,1.352,0.004,32.31
2026-03-21 20:19:44,Z03,Z01 & Z04,1.436,0.089,70.19
2026-03-21 20:19:44,Z05,Z06 & Z02,1.427,0.08,35.0
2026-03-21 20:19:44,Z07,Z08 & Z06,1.391,0.04,26.64
2026-03-21 20:19:44,Z03,Z01 & Z04,1.37,0.038,71.38
2026-03-21 20:19:44,Z05,Z06 & Z02,1.399,0.034,39.97
2026-03-21 20:19:44,Z07,Z08 & Z06,1.383,0.044,35.57
2026-03-21 20:19:46,Z03,Z01 & Z04,1.54,0.178,64.79
2026-03-21 20:19:46,Z05,Z06 & Z02,1.453,0.094,46.91
2026-03-21 20:19:46,Z07,Z08 & Z06,1.467,0.101,35.11
2026-03-21 20:19:46,Z03,Z01 & Z04,1.423,0.063,56.5
2026-03-21 20:19:46,Z05,Z06 & Z02,1.434,0.069,40.81
2026-03-21 20:19:46,Z07,Z08 & Z06,1.44,0.101,27.85
2026-03-21 20:19:48,Z03,Z01 & Z04,1.408,0.071,64.59
2026-03-21 20:19:48,Z05,Z06 & Z02,1.308,-0.026,37.3
2026-03-21 20:19:48,Z07,Z08 & Z06,1.384,0.029,25.64
2026-03-21 20:19:48,Z03,Z01 & Z04,1.452,0.096,61.35
2026-03-21 20:19:48,Z05,Z06 & Z02,1.351,0.001,37.81
2026-03-21 20:19:48,Z07,Z08 & Z06,1.334,-0.03,26.45
2026-03-21 20:19:50,Z03,Z01 & Z04,1.351,0.005,60.19
2026-03-21 20:19:50,Z05,Z06 & Z02,1.379,0.024,45.19
2026-03-21 20:19:50,Z07,Z08 & Z06,1.42,0.058,32.19
2026-03-21 20:19:51,Z03,Z01 & Z04,1.493,0.143,66.79
2026-03-21 20:19:51,Z05,Z06 & Z02,1.389,0.059,38.46
2026-03-21 20:19:51,Z07,Z08 & Z06,1.461,0.093,34.0
2026-03-21 20:19:52,Z03,Z01 & Z04,1.457,0.119,67.39
2026-03-21 20:19:52,Z05,Z06 & Z02,1.399,0.036,38.53
2026-03-21 20:19:52,Z07,Z08 & Z06,1.477,0.139,32.89
2026-03-21 20:19:53,Z03,Z01 & Z04,1.38,0.014,57.73
2026-03-21 20:19:53,Z05,Z06 & Z02,1.517,0.164,45.96
2026-03-21 20:19:53,Z07,Z08 & Z06,1.423,0.083,33.95
2026-03-21 20:19:54,Z03,Z01 & Z04,1.416,0.07,65.48
2026-03-21 20:19:54,Z05,Z06 & Z02,1.426,0.078,42.51
2026-03-21 20:19:54,Z07,Z08 & Z06,1.468,0.099,29.8
2026-03-21 20:19:55,Z03,Z01 & Z04,1.435,0.074,55.22
2026-03-21 20:19:55,Z05,Z06 & Z02,1.509,0.155,40.74
2026-03-21 20:19:55,Z07,Z08 & Z06,1.418,0.083,30.16
2026-03-21 20:19:56,Z03,Z01 & Z04,1.406,0.042,55.15
2026-03-21 20:19:56,Z05,Z06 & Z02,1.355,-0.011,38.67
2026-03-21 20:19:56,Z07,Z08 & Z06,1.366,0.02,30.81
2026-03-21 20:19:57,Z03,Z01 & Z04,1.523,0.185,55.92
2026-03-21 20:19:57,Z05,Z06 & Z02,1.44,0.096,34.98
2026-03-21 20:19:57,Z07,Z08 & Z06,1.466,0.121,29.63
2026-03-21 20:19:58,Z03,Z01 & Z04,1.4,0.064,66.28
2026-03-21 20:19:58,Z05,Z06 & Z02,1.513,0.163,41.32
2026-03-21 20:19:58,Z07,Z08 & Z06,1.437,0.088,29.13
2026-03-21 20:19:59,Z03,Z01 & Z04,1.329,-0.032,60.33
2026-03-21 20:19:59,Z05,Z06 & Z02,1.493,0.146,37.94
2026-03-21 20:19:59,Z07,Z08 & Z06,1.439,0.083,31.22
2026-03-21 20:20:00,Z03,Z01 & Z04,1.404,0.063,57.33
2026-03-21 20:20:00,Z05,Z06 & Z02,1.29,-0.073,39.78
2026-03-21 20:20:00,Z07,Z08 & Z06,1.357,-0.002,32.15
2026-03-21 20:20:01,Z03,Z01 & Z04,1.464,0.118,69.43
2026-03-21 20:20:01,Z05,Z06 & Z02,1.362,0.029,44.24
2026-03-21 20:20:01,Z07,Z08 & Z06,1.462,0.097,29.12
2026-03-21 20:20:02,Z03,Z01 & Z04,1.414,0.064,54.02
2026-03-21 20:20:02,Z05,Z06 & Z02,1.452,0.12,34.77
2026-03-21 20:20:02,Z07,Z08 & Z06,1.403,0.05,27.76
2026-03-21 20:20:03,Z03,Z01 & Z04,1.456,0.089,61.41
2026-03-21 20:20:03,Z05,Z06 & Z02,1.419,0.051,40.73
2026-03-21 20:20:03,Z07,Z08 & Z06,1.451,0.081,36.28
2026-03-21 20:20:04,Z03,Z01 & Z04,1.384,0.023,53.61
2026-03-21 20:20:04,Z05,Z06 & Z02,1.399,0.043,37.29
2026-03-21 20:20:04,Z07,Z08 & Z06,1.404,0.054,29.87
2026-03-21 20:20:05,Z03,Z01 & Z04,1.276,-0.076,57.9
2026-03-21 20:20:05,Z05,Z06 & Z02,1.396,0.046,40.74
2026-03-21 20:20:05,Z07,Z08 & Z06,1.327,-0.014,31.3
2026-03-21 20:20:06,Z03,Z01 & Z04,1.444,0.102,69.43
2026-03-21 20:20:06,Z05,Z06 & Z02,1.431,0.068,38.52
2026-03-21 20:20:06,Z07,Z08 & Z06,1.404,0.039,29.05
2026-03-21 20:20:07,Z03,Z01 & Z04,1.366,0.003,60.14
2026-03-21 20:20:07,Z05,Z06 & Z02,1.453,0.12,44.01
2026-03-21 20:20:07,Z07,Z08 & Z06,1.441,0.111,34.89
2026-03-21 20:20:08,Z03,Z01 & Z04,1.44,0.093,60.86
2026-03-21 20:20:08,Z05,Z06 & Z02,1.49,0.131,39.76
2026-03-21 20:20:08,Z07,Z08 & Z06,1.43,0.096,29.39
2026-03-21 20:20:09,Z03,Z01 & Z04,1.505,0.172,53.31
2026-03-21 20:20:09,Z05,Z06 & Z02,1.341,-0.009,44.07
2026-03-21 20:20:09,Z07,Z08 & Z06,1.335,-0.029,30.99
2026-03-21 20:20:10,Z03,Z01 & Z04,1.46,0.109,60.71
2026-03-21 20:20:10,Z05,Z06 & Z02,1.29,-0.043,42.01
2026-03-21 20:20:10,Z07,Z08 & Z06,1.284,-0.054,32.59
2026-03-21 20:20:11,Z03,Z01 & Z04,1.372,0.028,58.59
2026-03-21 20:20:11,Z05,Z06 & Z02,1.436,0.105,44.84
2026-03-21 20:20:11,Z07,Z08 & Z06,1.481,0.112,36.02
2026-03-21 20:20:12,Z03,Z01 & Z04,1.461,0.096,59.78
2026-03-21 20:20:12,Z05,Z06 & Z02,1.413,0.056,40.41
2026-03-21 20:20:12,Z07,Z08 & Z06,1.319,-0.037,31.84
2026-03-21 20:20:13,Z03,Z01 & Z04,1.369,0.021,64.8
2026-03-21 20:20:13,Z05,Z06 & Z02,1.366,0.007,41.55
2026-03-21 20:20:13,Z07,Z08 & Z06,1.313,-0.043,28.64
2026-03-21 20:20:14,Z03,Z01 & Z04,1.489,0.121,70.51
2026-03-21 20:20:14,Z05,Z06 & Z02,1.462,0.12,44.06
2026-03-21 20:20:14,Z07,Z08 & Z06,1.479,0.134,34.22
2026-03-21 20:20:15,Z03,Z01 & Z04,1.48,0.12,62.44
2026-03-21 20:20:15,Z05,Z06 & Z02,1.407,0.048,40.13
2026-03-21 20:20:15,Z07,Z08 & Z06,1.423,0.07,30.92
2026-03-21 20:20:16,Z03,Z01 & Z04,1.482,0.128,70.34
2026-03-21 20:20:16,Z05,Z06 & Z02,1.409,0.059,36.02
2026-03-21 20:20:16,Z07,Z08 & Z06,1.384,0.037,28.06
2026-03-21 20:20:17,Z03,Z01 & Z04,1.418,0.08,67.95
2026-03-21 20:20:17,Z05,Z06 & Z02,1.372,0.036,43.93
2026-03-21 20:20:17,Z07,Z08 & Z06,1.329,-0.015,32.81
2026-03-21 20:20:18,Z03,Z01 & Z04,1.514,0.164,52.05
2026-03-21 20:20:18,Z05,Z06 & Z02,1.359,0.012,36.68
2026-03-21 20:20:18,Z07,Z08 & Z06,1.351,-0.006,27.59
2026-03-21 20:20:19,Z03,Z01 & Z04,1.422,0.092,62.19
2026-03-21 20:20:19,Z05,Z06 & Z02,1.32,-0.035,37.51
2026-03-21 20:20:19,Z07,Z08 & Z06,1.248,-0.096,31.0
2026-03-21 20:20:20,Z03,Z01 & Z04,1.44,0.073,63.08
2026-03-21 20:20:20,Z05,Z06 & Z02,1.331,-0.021,35.82
2026-03-21 20:20:20,Z07,Z08 & Z06,1.372,0.007,28.75
2026-03-21 20:20:21,Z03,Z01 & Z04,1.347,-0.003,54.67
2026-03-21 20:20:21,Z05,Z06 & Z02,1.438,0.081,42.46
2026-03-21 20:20:21,Z07,Z08 & Z06,1.414,0.073,32.96
2026-03-21 20:20:23,Z03,Z01 & Z04,1.5,0.141,54.45
2026-03-21 20:20:23,Z05,Z06 & Z02,1.369,0.014,41.3
2026-03-21 20:20:23,Z07,Z08 & Z06,1.372,0.009,32.01
2026-03-21 20:20:23,Z03,Z01 & Z04,1.408,0.052,63.85
2026-03-21 20:20:23,Z05,Z06 & Z02,1.44,0.093,40.93
2026-03-21 20:20:23,Z07,Z08 & Z06,1.413,0.044,28.78
2026-03-21 20:20:25,Z03,Z01 & Z04,1.356,-0.001,69.22
2026-03-21 20:20:25,Z05,Z06 & Z02,1.413,0.07,39.35
2026-03-21 20:20:25,Z07,Z08 & Z06,1.444,0.078,32.75
2026-03-21 20:20:25,Z03,Z01 & Z04,1.307,-0.029,61.76
2026-03-21 20:20:25,Z05,Z06 & Z02,1.421,0.069,38.94
2026-03-21 20:20:25,Z07,Z08 & Z06,1.51,0.163,28.46
2026-03-21 20:20:27,Z03,Z01 & Z04,1.322,-0.018,59.52
2026-03-21 20:20:27,Z05,Z06 & Z02,1.397,0.042,42.81
2026-03-21 20:20:27,Z07,Z08 & Z06,1.391,0.028,29.23
2026-03-21 20:20:27,Z03,Z01 & Z04,1.371,0.033,51.78
2026-03-21 20:20:27,Z05,Z06 & Z02,1.399,0.061,42.42
2026-03-21 20:20:27,Z07,Z08 & Z06,1.489,0.142,30.12
2026-03-21 20:20:29,Z03,Z01 & Z04,1.318,-0.02,52.17
2026-03-21 20:20:29,Z05,Z06 & Z02,1.481,0.129,39.46
2026-03-21 20:20:29,Z07,Z08 & Z06,1.529,0.177,30.18
2026-03-21 20:20:29,Z03,Z01 & Z04,1.393,0.048,65.65
2026-03-21 20:20:29,Z05,Z06 & Z02,1.451,0.102,43.52
2026-03-21 20:20:29,Z07,Z08 & Z06,1.434,0.065,33.53
2026-03-21 20:20:31,Z03,Z01 & Z04,1.425,0.08,55.4
2026-03-21 20:20:31,Z05,Z06 & Z02,1.41,0.066,37.11
2026-03-21 20:20:31,Z07,Z08 & Z06,1.407,0.048,33.7
2026-03-21 20:20:31,Z03,Z01 & Z04,1.395,0.032,58.16
2026-03-21 20:20:31,Z05,Z06 & Z02,1.311,-0.049,38.55
2026-03-21 20:20:31,Z07,Z08 & Z06,1.445,0.078,26.11
2026-03-21 20:20:33,Z03,Z01 & Z04,1.367,0.036,64.53
2026-03-21 20:20:33,Z05,Z06 & Z02,1.506,0.163,40.29
2026-03-21 20:20:33,Z07,Z08 & Z06,1.453,0.086,34.84
2026-03-21 20:20:33,Z03,Z01 & Z04,1.315,-0.05,67.8
2026-03-21 20:20:33,Z05,Z06 & Z02,1.357,-0.011,38.37
2026-03-21 20:20:33,Z07,Z08 & Z06,1.375,0.025,32.93
2026-03-21 20:20:35,Z03,Z01 & Z04,1.448,0.09,57.88
2026-03-21 20:20:35,Z05,Z06 & Z02,1.483,0.141,46.01
2026-03-21 20:20:35,Z07,Z08 & Z06,1.382,0.047,32.16
2026-03-21 20:20:35,Z03,Z01 & Z04,1.428,0.083,63.24
2026-03-21 20:20:35,Z05,Z06 & Z02,1.515,0.152,42.4
2026-03-21 20:20:35,Z07,Z08 & Z06,1.422,0.064,28.93
2026-03-21 20:20:37,Z03,Z01 & Z04,1.328,-0.023,72.0
2026-03-21 20:20:37,Z05,Z06 & Z02,1.378,0.027,44.53
2026-03-21 20:20:37,Z07,Z08 & Z06,1.377,0.038,35.09
2026-03-21 20:20:37,Z03,Z01 & Z04,1.398,0.063,67.02
2026-03-21 20:20:37,Z05,Z06 & Z02,1.382,0.02,42.94
2026-03-21 20:20:37,Z07,Z08 & Z06,1.389,0.043,31.98
2026-03-21 20:20:39,Z03,Z01 & Z04,1.46,0.115,52.03
2026-03-21 20:20:39,Z05,Z06 & Z02,1.321,-0.012,40.54
2026-03-21 20:20:39,Z07,Z08 & Z06,1.442,0.084,35.86
2026-03-21 20:20:39,Z03,Z01 & Z04,1.275,-0.071,68.65
2026-03-21 20:20:39,Z05,Z06 & Z02,1.437,0.073,46.39
2026-03-21 20:20:39,Z07,Z08 & Z06,1.439,0.104,30.97
2026-03-21 20:20:41,Z03,Z01 & Z04,1.371,0.015,62.94
2026-03-21 20:20:41,Z05,Z06 & Z02,1.416,0.071,43.25
2026-03-21 20:20:41,Z07,Z08 & Z06,1.317,-0.023,35.38
2026-03-21 20:20:41,Z03,Z01 & Z04,1.308,-0.031,68.01
2026-03-21 20:20:41,Z05,Z06 & Z02,1.31,-0.029,36.14
2026-03-21 20:20:41,Z07,Z08 & Z06,1.309,-0.028,27.42
2026-03-21 20:20:43,Z03,Z01 & Z04,1.39,0.021,53.28
2026-03-21 20:20:43,Z05,Z06 & Z02,1.412,0.062,36.74
2026-03-21 20:20:43,Z07,Z08 & Z06,1.366,0.035,31.3
2026-03-21 20:20:43,Z03,Z01 & Z04,1.386,0.023,61.11
2026-03-21 20:20:43,Z05,Z06 & Z02,1.497,0.153,41.03
2026-03-21 20:20:43,Z07,Z08 & Z06,1.405,0.06,33.32
2026-03-21 20:20:45,Z03,Z01 & Z04,1.31,-0.026,65.33
2026-03-21 20:20:45,Z05,Z06 & Z02,1.425,0.076,37.44
2026-03-21 20:20:45,Z07,Z08 & Z06,1.329,-0.023,30.2
2026-03-21 20:20:45,Z03,Z01 & Z04,1.431,0.088,64.84
2026-03-21 20:20:45,Z05,Z06 & Z02,1.421,0.065,37.55
2026-03-21 20:20:45,Z07,Z08 & Z06,1.385,0.037,31.88
2026-03-21 20:20:47,Z03,Z01 & Z04,1.39,0.038,57.73
2026-03-21 20:20:47,Z05,Z06 & Z02,1.398,0.055,44.0
2026-03-21 20:20:47,Z07,Z08 & Z06,1.371,0.001,31.01
2026-03-21 20:20:47,Z03,Z01 & Z04,1.421,0.072,50.6
2026-03-21 20:20:47,Z05,Z06 & Z02,1.339,-0.006,43.12
2026-03-21 20:20:47,Z07,Z08 & Z06,1.343,-0.027,29.69
2026-03-21 20:20:49,Z03,Z01 & Z04,1.413,0.055,63.56
2026-03-21 20:20:49,Z05,Z06 & Z02,1.374,0.036,41.52
2026-03-21 20:20:49,Z07,Z08 & Z06,1.394,0.062,32.73
2026-03-21 20:20:49,Z03,Z01 & Z04,1.422,0.07,66.75
2026-03-21 20:20:49,Z05,Z06 & Z02,1.457,0.106,43.38
2026-03-21 20:20:49,Z07,Z08 & Z06,1.379,0.048,31.31
2026-03-21 20:20:51,Z03,Z01 & Z04,1.294,-0.076,59.97
2026-03-21 20:20:51,Z05,Z06 & Z02,1.473,0.105,41.29
2026-03-21 20:20:51,Z07,Z08 & Z06,1.437,0.075,34.66
2026-03-21 20:20:51,Z03,Z01 & Z04,1.317,-0.016,67.73
2026-03-21 20:20:51,Z05,Z06 & Z02,1.387,0.055,45.1
2026-03-21 20:20:51,Z07,Z08 & Z06,1.371,0.021,34.97
2026-03-21 20:20:53,Z03,Z01 & Z04,1.363,0.002,50.21
2026-03-21 20:20:53,Z05,Z06 & Z02,1.518,0.161,42.14
2026-03-21 20:20:53,Z07,Z08 & Z06,1.438,0.108,32.72
2026-03-21 20:20:53,Z03,Z01 & Z04,1.354,-0.008,50.48
2026-03-21 20:20:53,Z05,Z06 & Z02,1.382,0.02,45.57
2026-03-21 20:20:53,Z07,Z08 & Z06,1.365,0.025,34.21
2026-03-21 20:20:55,Z03,Z01 & Z04,1.261,-0.081,57.32
2026-03-21 20:20:55,Z05,Z06 & Z02,1.397,0.035,38.26
2026-03-21 20:20:55,Z07,Z08 & Z06,1.416,0.076,29.24
2026-03-21 20:20:55,Z03,Z01 & Z04,1.504,0.154,56.01
2026-03-21 20:20:55,Z05,Z06 & Z02,1.459,0.126,37.02
2026-03-21 20:20:55,Z07,Z08 & Z06,1.46,0.105,29.67
2026-03-21 20:20:57,Z03,Z01 & Z04,1.492,0.157,60.49
2026-03-21 20:20:57,Z05,Z06 & Z02,1.382,0.019,39.3
2026-03-21 20:20:57,Z07,Z08 & Z06,1.325,-0.025,31.76
2026-03-21 20:20:57,Z03,Z01 & Z04,1.345,-0.011,53.79
2026-03-21 20:20:57,Z05,Z06 & Z02,1.422,0.058,43.76
2026-03-21 20:20:57,Z07,Z08 & Z06,1.439,0.094,31.36
2026-03-21 20:20:59,Z03,Z01 & Z04,1.286,-0.082,63.1
2026-03-21 20:20:59,Z05,Z06 & Z02,1.383,0.022,35.56
2026-03-21 20:20:59,Z07,Z08 & Z06,1.425,0.078,30.6
2026-03-21 20:20:59,Z03,Z01 & Z04,1.398,0.044,62.9
2026-03-21 20:20:59,Z05,Z06 & Z02,1.337,-0.024,35.25
2026-03-21 20:20:59,Z07,Z08 & Z06,1.399,0.03,28.92
2026-03-21 20:21:01,Z03,Z01 & Z04,1.499,0.131,67.77
2026-03-21 20:21:01,Z05,Z06 & Z02,1.334,-0.025,41.22
2026-03-21 20:21:01,Z07,Z08 & Z06,1.375,0.032,32.32
2026-03-21 20:21:01,Z03,Z01 & Z04,1.503,0.133,66.59
2026-03-21 20:21:01,Z05,Z06 & Z02,1.353,-0.004,38.27
2026-03-21 20:21:01,Z07,Z08 & Z06,1.319,-0.018,29.9
2026-03-21 20:21:03,Z03,Z01 & Z04,1.298,-0.058,57.93
2026-03-21 20:21:03,Z05,Z06 & Z02,1.353,0.014,40.26
2026-03-21 20:21:03,Z07,Z08 & Z06,1.327,-0.016,26.24
2026-03-21 20:21:03,Z03,Z01 & Z04,1.532,0.18,62.31
2026-03-21 20:21:03,Z05,Z06 & Z02,1.515,0.154,43.33
2026-03-21 20:21:03,Z07,Z08 & Z06,1.454,0.108,33.41
2026-03-21 20:21:05,Z03,Z01 & Z04,1.475,0.126,60.15
2026-03-21 20:21:05,Z05,Z06 & Z02,1.467,0.12,36.02
2026-03-21 20:21:05,Z07,Z08 & Z06,1.465,0.129,29.09
2026-03-21 20:21:05,Z03,Z01 & Z04,1.458,0.09,63.42
2026-03-21 20:21:05,Z05,Z06 & Z02,1.479,0.131,39.12
2026-03-21 20:21:05,Z07,Z08 & Z06,1.488,0.14,28.6
2026-03-21 20:21:07,Z03,Z01 & Z04,1.249,-0.088,58.45
2026-03-21 20:21:07,Z05,Z06 & Z02,1.42,0.055,40.58
2026-03-21 20:21:07,Z07,Z08 & Z06,1.463,0.104,28.49
2026-03-21 20:21:07,Z03,Z01 & Z04,1.288,-0.044,56.46
2026-03-21 20:21:07,Z05,Z06 & Z02,1.304,-0.028,43.54
2026-03-21 20:21:07,Z07,Z08 & Z06,1.353,-0.015,29.76
2026-03-21 20:21:09,Z03,Z01 & Z04,1.311,-0.022,66.17
2026-03-21 20:21:09,Z05,Z06 & Z02,1.351,0.005,39.58
2026-03-21 20:21:09,Z07,Z08 & Z06,1.387,0.027,28.25
2026-03-21 20:21:09,Z03,Z01 & Z04,1.425,0.092,59.42
2026-03-21 20:21:09,Z05,Z06 & Z02,1.366,0.001,35.55
2026-03-21 20:21:09,Z07,Z08 & Z06,1.39,0.037,28.19
2026-03-21 20:21:11,Z03,Z01 & Z04,1.424,0.059,63.05
2026-03-21 20:21:11,Z05,Z06 & Z02,1.48,0.111,38.54
2026-03-21 20:21:11,Z07,Z08 & Z06,1.482,0.112,27.65
2026-03-21 20:21:11,Z03,Z01 & Z04,1.27,-0.089,69.97
2026-03-21 20:21:11,Z05,Z06 & Z02,1.379,0.022,37.4
2026-03-21 20:21:11,Z07,Z08 & Z06,1.346,0.005,28.43
2026-03-21 20:21:13,Z03,Z01 & Z04,1.389,0.032,61.86
2026-03-21 20:21:13,Z05,Z06 & Z02,1.467,0.136,43.6
2026-03-21 20:21:13,Z07,Z08 & Z06,1.383,0.052,35.67
2026-03-21 20:21:13,Z03,Z01 & Z04,1.442,0.106,65.58
2026-03-21 20:21:13,Z05,Z06 & Z02,1.44,0.071,43.97
2026-03-21 20:21:13,Z07,Z08 & Z06,1.48,0.133,34.57
2026-03-21 20:21:15,Z03,Z01 & Z04,1.391,0.044,65.33
2026-03-21 20:21:15,Z05,Z06 & Z02,1.41,0.059,41.86
2026-03-21 20:21:15,Z07,Z08 & Z06,1.473,0.105,30.35
2026-03-21 20:21:15,Z03,Z01 & Z04,1.363,0.013,65.85
2026-03-21 20:21:15,Z05,Z06 & Z02,1.447,0.099,41.12
2026-03-21 20:21:15,Z07,Z08 & Z06,1.363,-0.0,35.03
2026-03-21 20:21:17,Z03,Z01 & Z04,1.39,0.054,68.36
2026-03-21 20:21:17,Z05,Z06 & Z02,1.379,0.045,40.7
2026-03-21 20:21:17,Z07,Z08 & Z06,1.273,-0.064,30.75
2026-03-21 20:21:17,Z03,Z01 & Z04,1.429,0.084,61.45
2026-03-21 20:21:17,Z05,Z06 & Z02,1.462,0.109,39.02
2026-03-21 20:21:17,Z07,Z08 & Z06,1.38,0.022,32.72
2026-03-21 20:21:19,Z03,Z01 & Z04,1.463,0.11,56.74
2026-03-21 20:21:19,Z05,Z06 & Z02,1.378,0.047,34.26
2026-03-21 20:21:19,Z07,Z08 & Z06,1.427,0.092,29.51
2026-03-21 20:21:19,Z03,Z01 & Z04,1.372,0.024,66.35
2026-03-21 20:21:19,Z05,Z06 & Z02,1.36,0.027,42.08
2026-03-21 20:21:19,Z07,Z08 & Z06,1.303,-0.059,31.28
2026-03-21 20:21:21,Z03,Z01 & Z04,1.39,0.04,67.2
2026-03-21 20:21:21,Z05,Z06 & Z02,1.471,0.126,41.01
2026-03-21 20:21:21,Z07,Z08 & Z06,1.501,0.136,36.58
2026-03-21 20:21:21,Z03,Z01 & Z04,1.425,0.076,57.92
